item_id,name,category,effect,sprite
527,mach-bike,gameplay,Increases movement speed outside or in caves.  Faster than the acro bike.  Allows the trainer to ascend muddy slopes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mach-bike.png
528,acro-bike,gameplay,"Increases movement speed outside or in caves.  Slower than the mach bike.  Can perform various tricks, allowing the trainer to reach certain special areas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/acro-bike.png
529,wailmer-pail,gameplay,Waters Berry plants.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wailmer-pail.png
530,devon-goods,plot-advancement,Contains a machine part to be delivered to Captain Stern.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/devon-goods.png
531,soot-sack,gameplay,Collects soot when walking through tall grass on hoenn route 113.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/soot-sack.png
532,pokeblock-case,gameplay,Stores Pokéblocks.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pokeblock-case.png
533,letter,plot-advancement,Contains a letter to be delivered to Steven.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/letter.png
534,eon-ticket,event-items,"Provides access to southern island and either latias or latios, whichever is not available roaming around Hoenn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/eon-ticket.png
535,scanner,plot-advancement,May be traded to Captain Stern for a deep sea tooth or a deep sea scale.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/scanner.png
536,go-goggles,gameplay,Allows the trainer to enter the desert on hoenn route 111.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/go-goggles.png
537,meteorite,plot-advancement,"RSE: May be traded to Professor Cozmo for tm27.

FRLG: A meteorite to be delivered to Lostelle’s father.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meteorite.png
538,rm-1-key,plot-advancement,Unlocks room 1 on the abandoned ship.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rm-1-key.png
539,rm-2-key,plot-advancement,Unlocks room 2 on the abandoned ship.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rm-2-key.png
540,rm-4-key,plot-advancement,Unlocks room 4 on the abandoned ship.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rm-4-key.png
541,rm-6-key,plot-advancement,Unlocks room 6 on the abandoned ship.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rm-6-key.png
542,devon-scope,gameplay,Reveals invisble kecleon on the overworld.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/devon-scope.png
543,oaks-parcel,plot-advancement,A parcel to be delivered to Professor Oak for a Pokédex.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oaks-parcel.png
544,poke-flute,plot-advancement,Wakes up sleeping Pokémon.  Required to wake up sleeping snorlax on the overworld.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poke-flute.png
545,bike-voucher,plot-advancement,May be traded for a bicycle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bike-voucher.png
546,gold-teeth,plot-advancement,"The Safari Zone warden’s teeth, to be returned to him for hm04.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gold-teeth.png
547,lift-key,plot-advancement,Operates the elevator in the Celadon Rocket Hideout.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lift-key.png
548,silph-scope,plot-advancement,Identifies ghosts in pokemon tower.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/silph-scope.png
549,fame-checker,gameplay,Records information on various famous people.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fame-checker.png
550,tm-case,gameplay,Stores TMs and HMs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-case.png
551,berry-pouch,gameplay,Stores Berries.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/berry-pouch.png
552,teachy-tv,gameplay,Teaches beginning trainers basic information.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/teachy-tv.png
553,tri-pass,plot-advancement,Provides access to the first three Sevii Islands.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tri-pass.png
554,rainbow-pass,plot-advancement,Provides access to the Sevii Islands.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rainbow-pass.png
555,tea,plot-advancement,Used to bribe the saffron city guards for entry to the city.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tea.png
556,mysticticket,event-items,"Provides access to Navel Rock, ho oh, and lugia.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mysticticket.png
557,auroraticket,event-items,Provides access to Birth Island and deoxys.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/auroraticket.png
558,powder-jar,gameplay,Holds Berry Powder from Berry Crushing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/powder-jar.png
559,ruby,plot-advancement,Deliver to Celio for use in the Network Machine.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ruby.png
560,sapphire,plot-advancement,Deliver to Celio for use in the Network Machine.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sapphire.png
561,magma-emblem,plot-advancement,Provides access to the magma hideout in the jagged pass.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/magma-emblem.png
562,old-sea-map,event-items,Provides access to Faraway Island and mew.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-sea-map.png
563,douse-drive,species-specific,"Held by genesect
:   Holder’s buster is blue, and its techno blast is water-type.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/douse-drive.png
564,shock-drive,species-specific,"Held by genesect
:   Holder’s buster is yellow, and its techno blast is electric-type.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/shock-drive.png
565,burn-drive,species-specific,"Held by genesect
:   Holder’s buster is red, and its techno blast is fire-type.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/burn-drive.png
566,chill-drive,species-specific,"Held by genesect
:   Holder’s buster is white, and its techno blast becomes ice-type.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/chill-drive.png
567,sweet-heart,healing,"Used on a friendly Pokémon
:   Restores 20 HP.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sweet-heart.png
568,greet-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/greet-mail.png
569,favored-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/favored-mail.png
570,rsvp-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rsvp-mail.png
571,thanks-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/thanks-mail.png
572,inquiry-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/inquiry-mail.png
573,like-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/like-mail.png
574,reply-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/reply-mail.png
575,bridge-mail-s,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bridge-mail-s.png
576,bridge-mail-d,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bridge-mail-d.png
577,bridge-mail-t,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bridge-mail-t.png
578,bridge-mail-v,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bridge-mail-v.png
579,bridge-mail-m,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bridge-mail-m.png
580,prism-scale,evolution,"Held by feebas
:   Holder evolves into milotic when traded.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/prism-scale.png
581,eviolite,held-items,"Held by a Pokémon that is not fully evolved
:   Holder has 1.5× Defense and Special Defense.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/eviolite.png
582,float-stone,held-items,"Held
:   Holder has 0.5× weight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/float-stone.png
583,rocky-helmet,held-items,"Held
:   When the holder is hit by a contact move, the attacking Pokémon takes 1/6 its max HP in damage.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rocky-helmet.png
584,air-balloon,held-items,"Held
:   Holder is immune to ground-type moves, spikes, toxic spikes, and arena trap.

    This effect does not apply during gravity or ingrain.

    When the holder takes damage from a move, this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/air-balloon.png
585,red-card,held-items,"Held
:   When the holder takes damage directly from a move and does not faint, it switches out for another random, non-fainted Pokémon in its party.
This effect does not activate if another effect prevents the holder from switching out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-card.png
586,ring-target,held-items,"Held
:   When one of the user’s types would render it immune to damage, that type is ignored for damage calculation.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ring-target.png
587,binding-band,held-items,"Held
:   Moves used by the holder that trap and damage a target for multiple turns (e.g. bind, fire spin) inflict twice their usual per-turn damage.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/binding-band.png
588,absorb-bulb,held-items,"Held
:   When the holder takes water-type damage from a move, its Special Attack rises by one stage and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/absorb-bulb.png
589,cell-battery,held-items,"Held
:   When the holder takes electric-type damage from a move, its Attack rises by one stage and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/cell-battery.png
590,eject-button,held-items,"Held
:   When the holder takes damage directly from a move and does not faint, it switches out for another non-fainted Pokémon in its party, as chosen by the Trainer.
This effect does not activate if another effect prevents the holder from switching out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/eject-button.png
591,fire-gem,jewels,"Held
:   When the holder uses a damaging fire-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fire-gem.png
592,water-gem,jewels,"Held
:   When the holder uses a damaging water-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/water-gem.png
593,electric-gem,jewels,"Held
:   When the holder uses a damaging electric-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/electric-gem.png
594,grass-gem,jewels,"Held
:   When the holder uses a damaging grass-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/grass-gem.png
595,ice-gem,jewels,"Held
:   When the holder uses a damaging ice-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ice-gem.png
596,fighting-gem,jewels,"Held
:   When the holder uses a damaging fighting-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fighting-gem.png
597,poison-gem,jewels,"Held
:   When the holder uses a damaging poison-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poison-gem.png
598,ground-gem,jewels,"Held
:   When the holder uses a damaging ground-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ground-gem.png
599,flying-gem,jewels,"Held
:   When the holder uses a damaging flying-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/flying-gem.png
600,psychic-gem,jewels,"Held
:   When the holder uses a damaging psychic-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/psychic-gem.png
601,bug-gem,jewels,"Held
:   When the holder uses a damaging bug-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bug-gem.png
602,rock-gem,jewels,"Held
:   When the holder uses a damaging rock-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rock-gem.png
603,ghost-gem,jewels,"Held
:   When the holder uses a damaging ghost-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ghost-gem.png
604,dark-gem,jewels,"Held
:   When the holder uses a damaging dark-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dark-gem.png
605,steel-gem,jewels,"Held
:   When the holder uses a damaging steel-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/steel-gem.png
606,health-wing,vitamins,"Used on a party Pokémon
:   Increases the target’s HP effort by 1.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/health-wing.png
607,muscle-wing,vitamins,"Used on a party Pokémon
:   Increases the target’s Attack effort by 1.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/muscle-wing.png
608,resist-wing,vitamins,"Used on a party Pokémon
:   Increases the target’s Defense effort by 1.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/resist-wing.png
609,genius-wing,vitamins,"Used on a party Pokémon
:   Increases the target’s Special Attack effort by 1.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/genius-wing.png
610,clever-wing,vitamins,"Used on a party Pokémon
:   Increases the target’s Special Defense effort by 1.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/clever-wing.png
611,swift-wing,vitamins,"Used on a party Pokémon
:   Increases the target’s Speed effort by 1.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/swift-wing.png
612,pretty-wing,loot,Vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pretty-wing.png
613,cover-fossil,dex-completion,Give to a scientist in a museum to receive a tirtouga.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/cover-fossil.png
614,plume-fossil,dex-completion,Give to a scientist in a museum to receive an archen.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/plume-fossil.png
615,liberty-pass,event-items,"Allows passage on the castelia city ship, which leads to liberty garden and victini.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/liberty-pass.png
616,pass-orb,held-items,Acts as currency to activate Pass Powers in the Entralink.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pass-orb.png
617,dream-ball,special-balls,"Can only be used in Entree Forest, to catch Pokémon encountered in the Dream World.

Used in battle
:   Catches a wild Pokémon without fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dream-ball.png
618,poke-toy,spelunking,"Used in battle
:   Ends a wild battle.  Cannot be used in trainer battles.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poke-toy.png
619,prop-case,gameplay,Stores props for the Pokémon Musical.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/prop-case.png
620,dragon-skull,plot-advancement,Only used as a plot point; this item is given to the player and taken away in the same cutscene.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dragon-skull.png
621,balm-mushroom,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/balm-mushroom.png
622,big-nugget,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/big-nugget.png
623,pearl-string,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pearl-string.png
624,comet-shard,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/comet-shard.png
625,relic-copper,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/relic-copper.png
626,relic-silver,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/relic-silver.png
627,relic-gold,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/relic-gold.png
628,relic-vase,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/relic-vase.png
629,relic-band,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/relic-band.png
630,relic-statue,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/relic-statue.png
631,relic-crown,loot,Cult vendor trash.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/relic-crown.png
632,casteliacone,status-cures,"Used on a party Pokémon
:   Cures any status ailment and confusion.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/casteliacone.png
633,dire-hit-2,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s critical hit rate by two stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dire-hit-2.png
634,x-speed-2,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Speed by two stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-speed-2.png
635,x-sp-atk-2,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Special Attack by two stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-sp-atk-2.png
636,x-sp-def-2,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Special Defense by two stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-sp-def-2.png
637,x-defense-2,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Defense by two stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-defense-2.png
638,x-attack-2,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Attack by two stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-attack-2.png
639,x-accuracy-2,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s accuracy by two stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-accuracy-2.png
640,x-speed-3,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Speed by three stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-speed-3.png
641,x-sp-atk-3,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Special Attack by three stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-sp-atk-3.png
642,x-sp-def-3,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Special Defense by three stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-sp-def-3.png
643,x-defense-3,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Defense by three stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-defense-3.png
644,x-attack-3,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Attack by three stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-attack-3.png
645,x-accuracy-3,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s accuracy by three stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-accuracy-3.png
646,x-speed-6,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Speed by six stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-speed-6.png
647,x-sp-atk-6,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Special Attack by six stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-sp-atk-6.png
648,x-sp-def-6,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Special Defense by six stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-sp-def-6.png
649,x-defense-6,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Defense by six stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-defense-6.png
650,x-attack-6,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s Attack by six stages.

This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-attack-6.png
651,x-accuracy-6,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s accuracy by six stages.

This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/x-accuracy-6.png
652,ability-urge,miracle-shooter,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon’s ability is normally activated by some condition—i.e., is not continuous and passive—its effect is forcibly activated.

This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ability-urge.png
653,item-drop,miracle-shooter,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon is holding an item, that item is removed for the duration of the battle.

This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/item-drop.png
654,item-urge,miracle-shooter,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon is holding an item normally activated by some condition—i.e., not continuous and passive—its effect is forcibly activated.

This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/item-urge.png
655,reset-urge,miracle-shooter,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  Removes all of that Pokémon’s stat changes.

This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/reset-urge.png
656,dire-hit-3,miracle-shooter,"Used on a party Pokémon in battle
:   Raises the target’s critical hit rate by three stages.
This item can only be obtained or used via the Wonder Launcher.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dire-hit-3.png
657,light-stone,plot-advancement,Summons reshiram for the final battle against N.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/light-stone.png
658,dark-stone,plot-advancement,Summons zekrom for the final battle against N.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dark-stone.png
659,tm93,all-machines,Teaches wild charge to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
660,tm94,all-machines,Teaches rock smash to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
661,tm95,all-machines,Teaches snarl to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
662,xtransceiver,gameplay,"Makes four-way video calls.  Used for plot advancement in-game, but also works with other players via the C-Gear.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/xtransceiver.png
663,god-stone,unused,Unknown.  Currently unused.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/god-stone.png
664,gram-1,plot-advancement,"Give to the wingull on unova route 13, along with gram 2 and gram 3, to receive tm89.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gram-1.png
665,gram-2,plot-advancement,"Give to the wingull on unova route 13, along with gram 1 and gram 3, to receive tm89.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gram-2.png
666,gram-3,plot-advancement,"Give to the wingull on unova route 13, along with gram 1 and gram 2, to receive tm89.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gram-3.png
668,dragon-gem,jewels,"Held
:   When the holder uses a damaging dragon-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dragon-gem.png
669,normal-gem,jewels,"Held
:   When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/normal-gem.png
670,medal-box,gameplay,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/medal-box.png
