pokemon_id,name,generation,type_1,type_2,abilities,moves,sprite,evolution_chain,total_stats
342,crawdaunt,3,water,dark,"['hyper-cutter', 'shell-armor', 'adaptability']","['vice-grip', 'guillotine', 'swords-dance', 'cut', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'counter', 'strength', 'dig', 'toxic', 'mimic', 'double-team', 'harden', 'waterfall', 'swift', 'bubble', 'crabhammer', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'nature-power', 'taunt', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'dive', 'rock-tomb', 'muddy-water', 'aerial-ace', 'iron-defense', 'mud-shot', 'dragon-dance', 'water-pulse', 'natural-gift', 'close-combat', 'payback', 'fling', 'dark-pulse', 'night-slash', 'x-scissor', 'switcheroo', 'giga-impact', 'nasty-plot', 'avalanche', 'captivate', 'aqua-jet', 'double-hit', 'hone-claws', 'sludge-wave', 'round', 'scald', 'retaliate', 'razor-shell', 'snarl', 'confide', 'liquidation', 'lash-out', 'tera-blast', 'chilling-water', 'hard-press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,corphish|crawdaunt,468
343,baltoy,3,ground,psychic,['levitate'],"['headbutt', 'double-edge', 'ice-beam', 'psybeam', 'solar-beam', 'earthquake', 'dig', 'toxic', 'confusion', 'psychic', 'mimic', 'double-team', 'harden', 'light-screen', 'reflect', 'self-destruct', 'dream-eater', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'facade', 'trick', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'cosmic-power', 'signal-beam', 'extrasensory', 'sand-tomb', 'calm-mind', 'gravity', 'gyro-ball', 'natural-gift', 'heal-block', 'power-trick', 'power-swap', 'guard-swap', 'rock-polish', 'earth-power', 'zen-headbutt', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'guard-split', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'smack-down', 'round', 'ally-switch', 'hex', 'bulldoze', 'drill-run', 'confide', 'eerie-impulse', 'dazzling-gleam', 'psychic-terrain', 'expanding-force', 'scorching-sands']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,baltoy|claydol,300
344,claydol,3,ground,psychic,['levitate'],"['headbutt', 'double-edge', 'ice-beam', 'psybeam', 'hyper-beam', 'strength', 'solar-beam', 'earthquake', 'dig', 'toxic', 'confusion', 'psychic', 'teleport', 'mimic', 'double-team', 'harden', 'light-screen', 'reflect', 'self-destruct', 'dream-eater', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'facade', 'trick', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'cosmic-power', 'signal-beam', 'extrasensory', 'sand-tomb', 'iron-defense', 'calm-mind', 'gravity', 'gyro-ball', 'natural-gift', 'heal-block', 'power-trick', 'power-swap', 'guard-swap', 'rock-polish', 'earth-power', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'stone-edge', 'stealth-rock', 'grass-knot', 'charge-beam', 'guard-split', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'smack-down', 'round', 'stored-power', 'ally-switch', 'hex', 'bulldoze', 'drill-run', 'confide', 'eerie-impulse', 'dazzling-gleam', 'psychic-terrain', 'body-press', 'expanding-force', 'scorching-sands']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,baltoy|claydol,500
345,lileep,3,rock,grass,"['suction-cups', 'storm-drain']","['swords-dance', 'bind', 'body-slam', 'wrap', 'double-edge', 'acid', 'mega-drain', 'solar-beam', 'string-shot', 'toxic', 'mimic', 'double-team', 'recover', 'confuse-ray', 'barrier', 'constrict', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'synthesis', 'hidden-power', 'sunny-day', 'mirror-coat', 'psych-up', 'ancient-power', 'stockpile', 'spit-up', 'swallow', 'facade', 'ingrain', 'secret-power', 'astonish', 'rock-tomb', 'tickle', 'bullet-seed', 'mud-shot', 'rock-blast', 'brine', 'natural-gift', 'wring-out', 'gastro-acid', 'worry-seed', 'rock-polish', 'seed-bomb', 'energy-ball', 'earth-power', 'captivate', 'stealth-rock', 'grass-knot', 'smack-down', 'round', 'confide', 'infestation', 'meteor-beam']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,lileep|cradily,355
346,cradily,3,rock,grass,"['suction-cups', 'storm-drain']","['swords-dance', 'bind', 'headbutt', 'body-slam', 'wrap', 'double-edge', 'acid', 'hyper-beam', 'strength', 'mega-drain', 'leech-seed', 'solar-beam', 'string-shot', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'confuse-ray', 'constrict', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'facade', 'ingrain', 'secret-power', 'astonish', 'rock-tomb', 'bullet-seed', 'block', 'mud-shot', 'rock-blast', 'brine', 'natural-gift', 'wring-out', 'gastro-acid', 'worry-seed', 'rock-polish', 'seed-bomb', 'energy-ball', 'earth-power', 'giga-impact', 'power-whip', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'smack-down', 'sludge-wave', 'round', 'bulldoze', 'grassy-terrain', 'confide', 'infestation', 'meteor-beam']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,lileep|cradily,495
347,anorith,3,rock,bug,"['battle-armor', 'swift-swim']","['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'double-edge', 'water-gun', 'string-shot', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'metal-claw', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'brick-break', 'knock-off', 'secret-power', 'mud-sport', 'crush-claw', 'rock-tomb', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'rock-polish', 'x-scissor', 'earth-power', 'cross-poison', 'captivate', 'stealth-rock', 'bug-bite', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'struggle-bug', 'confide', 'meteor-beam']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,anorith|armaldo,355
348,armaldo,3,rock,bug,"['battle-armor', 'swift-swim']","['scratch', 'swords-dance', 'cut', 'headbutt', 'body-slam', 'double-edge', 'water-gun', 'hyper-beam', 'low-kick', 'seismic-toss', 'strength', 'string-shot', 'earthquake', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'mud-slap', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'mud-sport', 'crush-claw', 'rock-tomb', 'aerial-ace', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'rock-polish', 'aqua-tail', 'x-scissor', 'earth-power', 'giga-impact', 'shadow-claw', 'flash-cannon', 'cross-poison', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'hone-claws', 'smack-down', 'round', 'struggle-bug', 'bulldoze', 'confide', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'meteor-beam']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,anorith|armaldo,495
349,feebas,3,water,,"['swift-swim', 'oblivious', 'adaptability']","['tackle', 'double-edge', 'mist', 'surf', 'ice-beam', 'blizzard', 'toxic', 'hypnosis', 'mimic', 'double-team', 'confuse-ray', 'light-screen', 'haze', 'waterfall', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'mirror-coat', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'mud-sport', 'tickle', 'muddy-water', 'mud-shot', 'water-pulse', 'brine', 'natural-gift', 'dragon-pulse', 'captivate', 'round', 'scald', 'confide', 'scale-shot', 'tera-blast', 'chilling-water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,feebas|milotic,200
350,milotic,3,water,,"['marvel-scale', 'competitive', 'cute-charm']","['bind', 'tackle', 'body-slam', 'wrap', 'take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'hypnosis', 'mimic', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'haze', 'waterfall', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'mirror-coat', 'psych-up', 'whirlpool', 'hail', 'facade', 'helping-hand', 'magic-coat', 'imprison', 'refresh', 'secret-power', 'dive', 'weather-ball', 'tickle', 'muddy-water', 'mud-shot', 'water-sport', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'aqua-ring', 'aqua-tail', 'dragon-pulse', 'giga-impact', 'avalanche', 'iron-head', 'captivate', 'coil', 'round', 'scald', 'bulldoze', 'dragon-tail', 'disarming-voice', 'draining-kiss', 'confide', 'laser-focus', 'brutal-swing', 'breaking-swipe', 'life-dew', 'scale-shot', 'skitter-smack', 'flip-turn', 'triple-axel', 'tera-blast', 'chilling-water', 'dragon-cheer', 'alluring-voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,feebas|milotic,540
351,castform,3,normal,,['forecast'],"['headbutt', 'tackle', 'body-slam', 'double-edge', 'disable', 'ember', 'flamethrower', 'water-gun', 'hydro-pump', 'ice-beam', 'blizzard', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'mimic', 'double-team', 'defense-curl', 'fire-blast', 'swift', 'amnesia', 'flash', 'rest', 'substitute', 'thief', 'snore', 'powder-snow', 'protect', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'hail', 'facade', 'secret-power', 'weather-ball', 'cosmic-power', 'shock-wave', 'water-pulse', 'natural-gift', 'tailwind', 'lucky-chant', 'guard-swap', 'last-resort', 'energy-ball', 'avalanche', 'defog', 'captivate', 'ominous-wind', 'round', 'clear-smog', 'scald', 'hex', 'incinerate', 'reflect-type', 'retaliate', 'work-up', 'hurricane', 'confide']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,castform,420
352,kecleon,3,normal,,"['color-change', 'protean']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'tail-whip', 'disable', 'flamethrower', 'ice-beam', 'blizzard', 'psybeam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'recover', 'defense-curl', 'metronome', 'lick', 'fire-blast', 'swift', 'dizzy-punch', 'flash', 'fury-swipes', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'mud-slap', 'icy-wind', 'detect', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'fake-out', 'facade', 'focus-punch', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'camouflage', 'astonish', 'rock-tomb', 'aerial-ace', 'shock-wave', 'water-pulse', 'natural-gift', 'feint', 'fling', 'last-resort', 'sucker-punch', 'aqua-tail', 'drain-punch', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'trick-room', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'hone-claws', 'wonder-room', 'synchronoise', 'foul-play', 'after-you', 'round', 'incinerate', 'retaliate', 'work-up', 'confide', 'power-up-punch']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,kecleon,440
353,shuppet,3,ghost,,"['insomnia', 'frisk', 'cursed-body']","['headbutt', 'body-slam', 'double-edge', 'disable', 'psybeam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'metronome', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'foresight', 'destiny-bond', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'encore', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'knock-off', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'astonish', 'calm-mind', 'shock-wave', 'natural-gift', 'payback', 'embargo', 'sucker-punch', 'dark-pulse', 'nasty-plot', 'shadow-sneak', 'trick-room', 'gunk-shot', 'captivate', 'charge-beam', 'ominous-wind', 'telekinesis', 'magic-room', 'foul-play', 'round', 'ally-switch', 'hex', 'phantom-force', 'confide', 'dazzling-gleam', 'skitter-smack', 'lash-out', 'poltergeist', 'tera-blast', 'pounce']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,shuppet|banette,295
354,banette,3,ghost,,"['insomnia', 'frisk', 'cursed-body']","['swords-dance', 'headbutt', 'body-slam', 'double-edge', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'metronome', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'knock-off', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'calm-mind', 'shock-wave', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'dark-pulse', 'giga-impact', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'trick-room', 'gunk-shot', 'captivate', 'charge-beam', 'ominous-wind', 'telekinesis', 'magic-room', 'foul-play', 'round', 'ally-switch', 'hex', 'phantom-force', 'confide', 'dazzling-gleam', 'infestation', 'throat-chop', 'skitter-smack', 'burning-jealousy', 'lash-out', 'poltergeist', 'tera-blast', 'pounce', 'trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,shuppet|banette,455
355,duskull,3,ghost,,"['levitate', 'frisk']","['headbutt', 'body-slam', 'double-edge', 'leer', 'disable', 'ice-beam', 'blizzard', 'absorb', 'toxic', 'psychic', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'dream-eater', 'leech-life', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'foresight', 'destiny-bond', 'icy-wind', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'helping-hand', 'trick', 'revenge', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'astonish', 'calm-mind', 'gravity', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'dark-pulse', 'shadow-sneak', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'wonder-room', 'telekinesis', 'round', 'ally-switch', 'hex', 'phantom-force', 'confide', 'infestation', 'skitter-smack', 'poltergeist', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,duskull|dusclops|dusknoir,295
356,dusclops,3,ghost,,"['pressure', 'frisk']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'leer', 'disable', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'absorb', 'earthquake', 'toxic', 'psychic', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'metronome', 'dream-eater', 'leech-life', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'torment', 'will-o-wisp', 'memento', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'revenge', 'brick-break', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'shadow-punch', 'calm-mind', 'gravity', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'dark-pulse', 'giga-impact', 'shadow-sneak', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'wonder-room', 'telekinesis', 'round', 'ally-switch', 'hex', 'bulldoze', 'phantom-force', 'confide', 'infestation', 'power-up-punch', 'skitter-smack', 'poltergeist', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,duskull|dusclops|dusknoir,455
357,tropius,3,grass,flying,"['chlorophyll', 'solar-power', 'harvest']","['razor-wind', 'swords-dance', 'cut', 'gust', 'whirlwind', 'fly', 'slam', 'stomp', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'roar', 'hyper-beam', 'strength', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'earthquake', 'toxic', 'mimic', 'double-team', 'flash', 'rest', 'substitute', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'outrage', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'synthesis', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'air-cutter', 'silver-wind', 'bullet-seed', 'aerial-ace', 'magical-leaf', 'leaf-blade', 'dragon-dance', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'worry-seed', 'seed-bomb', 'air-slash', 'dragon-pulse', 'energy-ball', 'giga-impact', 'zen-headbutt', 'defog', 'leaf-storm', 'captivate', 'grass-knot', 'ominous-wind', 'wide-guard', 'round', 'bestow', 'bulldoze', 'dragon-tail', 'leaf-tornado', 'hurricane', 'petal-blizzard', 'grassy-terrain', 'confide', 'solar-blade', 'dragon-hammer', 'brutal-swing', 'stomping-tantrum', 'body-press', 'dual-wingbeat', 'tera-blast', 'trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,tropius,460
358,chimecho,3,psychic,,['levitate'],"['bind', 'tackle', 'wrap', 'take-down', 'double-edge', 'growl', 'disable', 'psybeam', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'mimic', 'double-team', 'recover', 'defense-curl', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'perish-song', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'trick', 'wish', 'magic-coat', 'recycle', 'yawn', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'astonish', 'fake-tears', 'cosmic-power', 'signal-beam', 'extrasensory', 'calm-mind', 'shock-wave', 'gravity', 'healing-wish', 'natural-gift', 'last-resort', 'energy-ball', 'zen-headbutt', 'defog', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'ominous-wind', 'psyshock', 'telekinesis', 'synchronoise', 'entrainment', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'snarl', 'disarming-voice', 'draining-kiss', 'crafty-shield', 'confide', 'dazzling-gleam', 'laser-focus', 'expanding-force', 'tera-blast', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,chingling|chimecho,455
359,absol,3,dark,,"['pressure', 'super-luck', 'justified']","['scratch', 'razor-wind', 'swords-dance', 'cut', 'headbutt', 'body-slam', 'double-edge', 'leer', 'bite', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'quick-attack', 'mimic', 'double-team', 'focus-energy', 'fire-blast', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'mud-slap', 'perish-song', 'icy-wind', 'detect', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'hail', 'torment', 'will-o-wisp', 'facade', 'taunt', 'role-play', 'superpower', 'magic-coat', 'knock-off', 'snatch', 'secret-power', 'rock-tomb', 'aerial-ace', 'bounce', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'feint', 'close-combat', 'payback', 'assurance', 'me-first', 'punishment', 'sucker-punch', 'dark-pulse', 'night-slash', 'air-slash', 'x-scissor', 'giga-impact', 'shadow-claw', 'psycho-cut', 'zen-headbutt', 'stone-edge', 'captivate', 'charge-beam', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'hex', 'incinerate', 'retaliate', 'snarl', 'play-rough', 'confide', 'laser-focus', 'throat-chop', 'brutal-swing']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,absol,465
360,wynaut,3,psychic,,"['shadow-tag', 'telepathy']","['counter', 'amnesia', 'splash', 'destiny-bond', 'charm', 'safeguard', 'encore', 'mirror-coat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,wynaut|wobbuffet,260
361,snorunt,3,ice,,"['inner-focus', 'ice-body', 'moody']","['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'disable', 'ice-beam', 'blizzard', 'toxic', 'mimic', 'double-team', 'light-screen', 'bide', 'flash', 'rest', 'substitute', 'snore', 'spite', 'powder-snow', 'protect', 'spikes', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'shadow-ball', 'hail', 'facade', 'helping-hand', 'secret-power', 'astonish', 'weather-ball', 'fake-tears', 'icicle-spear', 'block', 'water-pulse', 'natural-gift', 'switcheroo', 'avalanche', 'ice-shard', 'ice-fang', 'captivate', 'round', 'hex', 'frost-breath', 'icicle-crash', 'confide', 'tera-blast', 'ice-spinner', 'snowscape', 'trailblaze', 'chilling-water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,snorunt|glalie,300
362,glalie,3,ice,,"['inner-focus', 'ice-body', 'moody']","['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'ice-beam', 'blizzard', 'hyper-beam', 'earthquake', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'self-destruct', 'flash', 'explosion', 'rest', 'super-fang', 'substitute', 'snore', 'spite', 'powder-snow', 'protect', 'scary-face', 'spikes', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'shadow-ball', 'hail', 'torment', 'facade', 'taunt', 'helping-hand', 'secret-power', 'ice-ball', 'astonish', 'weather-ball', 'fake-tears', 'signal-beam', 'sheer-cold', 'icicle-spear', 'block', 'water-pulse', 'gyro-ball', 'natural-gift', 'payback', 'dark-pulse', 'giga-impact', 'avalanche', 'ice-shard', 'ice-fang', 'iron-head', 'captivate', 'foul-play', 'round', 'hex', 'bulldoze', 'frost-breath', 'icicle-crash', 'freeze-dry', 'confide', 'laser-focus', 'steel-roller', 'tera-blast', 'ice-spinner', 'snowscape', 'trailblaze', 'chilling-water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,snorunt|glalie,480
